date,RV_pct,IV_daily,VRP,RV_annual,IV_annual
2021-07-19,1.514751812635089,2.5512601928122836,1.0365083801771946,24.04593956530051,40.5
2021-07-20,1.9904290163538472,2.771739468734333,0.7813104523804857,31.59708107759517,44.0
2021-07-21,1.3722076569417339,2.771739468734333,1.399531811792599,21.783121244438775,44.0
2021-07-22,1.244784626990726,2.614254271647155,1.369469644656429,19.760343353122565,41.5
2021-07-23,1.373901859343256,2.5827572322297194,1.2088553728864635,21.81001587378899,41.0
2021-07-26,1.10377236114856,2.5512601928122836,1.4474878316637236,17.521843029753967,40.5
2021-07-27,1.0340242337081964,2.677248350482026,1.6432241167738297,16.414625832036116,42.5
2021-07-28,1.29449522566195,2.5512601928122836,1.2567649671503336,20.549474642771745,40.5
2021-07-29,1.66348770768804,2.4882661139774123,0.8247784062893722,26.407048701332776,39.5
2021-07-30,1.4750912022784513,2.299283877472799,0.8241926751943476,23.416346894208335,36.5
2021-08-02,1.2634284696767841,2.299283877472799,1.0358554077960147,20.056305180502086,36.5
2021-08-03,1.281188299086914,2.614254271647155,1.333065972560241,20.338233732178892,41.5
2021-08-04,1.3989942191954252,2.456769074559977,1.0577748553645516,22.208344737648478,39.0
2021-08-05,1.114649510570319,2.078804601550749,0.9641550909804302,17.694512423813553,32.99999999999999
2021-08-06,1.1328431521787456,2.204792759220492,1.0719496070417465,17.98332753064476,35.0
2021-08-09,1.0228080170464213,2.2362897986379275,1.2134817815915062,16.23657391240766,35.5
2021-08-10,1.6674529074865978,2.6457513110645907,0.9782984035779929,26.469994296726778,42.00000000000001
2021-08-11,1.6597571826065176,2.6457513110645907,0.9859941284580731,26.34782845158039,42.00000000000001
2021-08-12,1.6390885710552323,2.0158105227158782,0.3767219516606459,26.019724414922205,32.0
2021-08-13,1.3498709865016603,2.1732957198030562,0.823424733301396,21.42853759382892,34.5
2021-08-17,1.867655725410707,2.992218744656382,1.1245630192456753,29.648115504736,47.5
2021-08-18,1.6290226568027217,3.0552128234912534,1.4261901666885317,25.859932979938343,48.5
2021-08-19,1.0490325251244135,2.992218744656382,1.9431862195319687,16.652875072183893,47.5
2021-08-20,1.0839987729732554,2.360379559919443,1.2763807869461874,17.20794704871839,37.46986389160156
2021-08-23,1.5947781773970742,2.5169371861131324,0.9221590087160583,25.316318722233046,39.95513916015625
2021-08-24,1.8500146191921494,2.4955501888280387,0.6455355696358893,29.368071625297734,39.615631103515625
2021-08-25,2.541205076954809,2.4999580386697824,-0.041247038285026516,40.34037998422308,39.685603550502236
2021-08-26,2.3485431304384,2.556947692270077,0.208404561831677,37.281966398694806,40.59028625488281
2021-08-27,2.4370400675626116,2.603164890416018,0.16612482285340624,38.68681172322431,41.323961530412944
2021-08-30,2.3666657887887395,3.079391184377062,0.7127253955883224,37.569654681237125,48.883819580078125
2021-08-31,2.359976861354415,3.5745465157426013,1.2145696543881863,37.46347125006325,56.74416678292411
2021-09-01,2.4681654159537687,3.285558863021149,0.8173934470673805,39.180911311103785,52.15663001650855
2021-09-02,2.604663117614209,3.2794883429249793,0.6748252253107703,41.347745149856266,52.06026349748883
2021-09-03,1.4321312650028202,3.494060630895428,2.061929365892608,22.734379031986812,55.4664929707845
2021-09-06,1.2049747667074766,4.033539627300568,2.8285648605930915,19.128381412896335,64.03045654296875
2021-09-07,2.404041411160265,4.689399533932091,2.2853581227718265,38.162974292585034,74.44190979003906
2021-09-08,2.8420987762100256,4.933848106833904,2.091749330623878,45.11691937999647,78.3224105834961
2021-09-09,2.9597873922619247,4.586521096750907,1.6267337044889825,46.9851682412966,72.8087652297247
2021-09-10,2.83403162712954,4.861151197041322,2.0271195699117825,44.98885735845897,77.1683829171317
2021-09-13,3.598011091651887,3.4245508871910393,-0.17346020446084776,57.11665537777752,54.363059997558594
2021-09-14,2.671942027460657,2.894533834809501,0.2225918073488442,42.41576473345568,45.94930013020833
2021-09-15,2.819965144883812,2.922689376179203,0.1027242312953911,44.76555887539676,46.39625549316406
2021-09-16,3.2847449709264875,2.885562510105642,-0.39918246082084563,52.14370988004945,45.806884765625
2021-09-17,3.4428625885699615,3.1407646574850716,-0.3020979310848899,54.653749245145235,49.85809326171875
2021-09-20,2.5275270568329145,3.138155649790582,0.6106285929576676,40.123248146201455,49.81667654854911
2021-09-21,2.136934462111403,3.039253660740254,0.902319198628851,33.9227829287421,48.246656145368306
2021-09-22,1.7722356455422423,2.795380099402687,1.0231444538604448,28.133368696252735,44.37528337751115
2021-09-23,1.1016584313648328,2.4551792276606714,1.3535207962958387,17.4882854347732,38.974761962890625
